Scenario,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
NPg Reference Scenario,0.03,0.05,0.09,0.13,0.19,0.24,0.30,0.37,0.43,0.49,0.55,0.60,0.64,0.68,0.72,0.75,0.77,0.80,0.82,0.83,0.84,0.85,0.86,0.87,0.87,0.87,0.87,0.88
